iso_issued,issued,iso_expired,expired,eventid,phenomena,significance,hvtec_nwsli,wfo,name,ph_name,sig_name
2021-07-21T17:14:00Z,2021-07-21 17:14,2021-07-21T17:31:00Z,2021-07-21 17:31,268,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-07-26T23:36:00Z,2021-07-26 23:36,2021-07-27T00:00:00Z,2021-07-27 00:00,287,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-07-29T01:48:00Z,2021-07-29 01:48,2021-07-29T02:30:00Z,2021-07-29 02:30,302,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-07-29T02:30:00Z,2021-07-29 02:30,2021-07-29T03:02:00Z,2021-07-29 03:02,304,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-07-29T19:00:00Z,2021-07-29 19:00,2021-07-29T23:48:00Z,2021-07-29 23:48,402,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2021-08-10T21:12:00Z,2021-08-10 21:12,2021-08-10T22:00:00Z,2021-08-10 22:00,336,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-08-10T21:53:00Z,2021-08-10 21:53,2021-08-10T22:22:00Z,2021-08-10 22:22,341,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-08-11T18:03:00Z,2021-08-11 18:03,2021-08-11T22:02:00Z,2021-08-11 22:02,425,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2021-08-11T20:20:00Z,2021-08-11 20:20,2021-08-11T21:00:00Z,2021-08-11 21:00,373,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-08-13T17:16:00Z,2021-08-13 17:16,2021-08-14T00:00:00Z,2021-08-14 00:00,436,SV,A,,LWX,Severe Thunderstorm Watch,Severe Thunderstorm,Watch
2021-08-13T21:11:00Z,2021-08-13 21:11,2021-08-13T22:00:00Z,2021-08-13 22:00,410,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-08-13T21:56:00Z,2021-08-13 21:56,2021-08-13T22:19:00Z,2021-08-13 22:19,419,SV,W,,LWX,Severe Thunderstorm Warning,Severe Thunderstorm,Warning
2021-08-15T04:13:00Z,2021-08-15 04:13,2021-08-15T07:23:00Z,2021-08-15 07:23,38,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
2021-08-15T07:23:00Z,2021-08-15 07:23,2021-08-15T09:34:00Z,2021-08-15 09:34,77,FA,W,00000,LWX,Flood Warning,Flood,Warning
2021-08-16T21:24:00Z,2021-08-16 21:24,2021-08-17T00:15:00Z,2021-08-17 00:15,40,FF,W,00000,LWX,Flash Flood Warning,Flash Flood,Warning
